name,ra,dec,distance,radial_velocity,h1_21_cm_mag,h1_21_cm_50pc_width,flux [Jy km/s BA^-1],uncert
NGC4163,183.0371,36.1694, 2.94, 162, 15.28, 32,14.734838300553664,1.429782600194461,
DDO127,187.1188,37.2333, 6.89, 275, 15.03, 54,44.98386977036354,1.8825005704821416,
NGC4244,184.3746,37.8075, 4.49, 247, 11.02,170,697.4330862712129,6.115501055346456,
DDO183,207.7129,38.0211, 3.22, 188, 15.10, 29,16.37437642735314,0.89713681723448,
KKH98,356.3917,38.7178, 2.45,-132, 16.66, 21,3.8292743349597718,1.2272249928968322,
DDO099,177.7208,38.8806, 2.64, 251, 13.58, 34,78.81481061313258,1.543938547929167,
DDO043,112.0717,40.7703, 5.73, 353, 14.99, 36,32.70154364235986,2.4844468871019436,
UGC00064,1.9333,40.8756, 9.60, 305, 14.30, 60,38.75117125013538,1.767325543940275,
DDO217,352.4946,40.9903, 9.70, 424, 13.23,117,118.85078397392215,2.9637692745430257,
NGC4736,192.7229,41.1194, 4.66, 308, 13.36,207,125.90071373754373,2.12833607713143,
DDO052,127.1188,41.8567,10.28, 396, 15.09, 83,23.19748191176377,2.333376482038854,
KK151,187.5992,42.9014, 6.56, 436, 16.66, 34,9.3288320864568,2.4622352065170867,
DDO129,187.1842,43.2242, 8.90, 538, 14.11, 43,45.05291440802355,2.2473604369895415,
NGC4449,187.0467,44.0944, 4.21, 201, 12.35, 98,1178.6707920232825,5.766528744590218,
NGC2337,107.5567,44.4569, 7.87, 433, 13.80,147,77.80380953188285,2.1671065174954647,
NGC3741,174.0267,45.2853, 3.03, 229, 13.55, 83,122.63518606735211,3.273106818619647,
DDO168,198.6192,45.9194, 4.33, 191, 13.14, 59,137.18581189011786,2.41285989001963,
CVnHI,185.1808,46.2092, 6.50, 420, 18.80, 20,12.255759312403798,1.5333080018541974,
NGC4144,182.4971,46.4572, 7.24, 265, 13.24,153,118.82160899444781,2.619846657846098,
UGC08215,197.015,46.8281, 4.55, 224, 15.94, 25,11.263404653826159,1.1757686714100004,
LVJ0737+4724,114.3688,47.4092,15.7, 404, 17.40, 39,4.982356065496811,1.9923150802769813,
UGC02773,53.0296,47.7936, 5.40, 216, 13.93, 81,55.61567013559603,3.122237468382915,
KKH40,116.735,51.2961, 6.98, 445, 16.36, 27,10.283952742531715,1.0224475326230498,
UGC07298,184.1192,52.2272, 4.21, 174, 15.76, 21,27.90768793589795,1.2252045157426,
MCG+09-20-131,183.9446,52.3875, 4.59, 159, 15.72, 27,20.721589459147708,1.4868687650590038,
HolmIV,208.6879,53.9047, 7.21, 140, 14.24, 78,34.313029466055426,2.2025713495054755,
DDO194,218.8525,57.2567, 8.02, 218, 15.08, 86,11.455901803769406,2.724794785948824,
UGC05497,153.2017,64.1075, 3.70, 150, 18.63, 16,6.251293397882179,1.2366781900560215,
KDG063,151.2804,66.555, 3.50,-129, 16.27, 19,46.26670989811738,8.90283547350331,
UGC09992,235.4492,67.2542, 7.30, 423, 15.10, 49,23.80920882817267,1.6485872830924735,
UGC04483,129.2625,69.7753, 3.21, 156, 14.57, 33,5.977579316383554,2.411830615988731,
KKH34,89.9217,73.4275, 4.61, 106, 17.26, 22,1.753116479133687,1.5741513319386407,
LeoIV,173.2375,-0.5333, 0.16, 132, 19.88,,25.460107957415957,4.86299609638735,
LVJ1205+2813,181.3925,28.2322, 6.74, 534,,,3.0543556827839495,2.9947917382071787,
KUG1202+286,181.3471,28.3656, 6.69, 529,,,7.923899591419246,3.5462089221519695,
IC779,184.9112,29.8833,16.67, 213,,,40.45682411127281,11.76905415269711,
LVJ1052+3628,163.0229,36.4767, 9.20, 476,,,141.18683992976275,3.5945136408337577,
LVJ1052+3639,163.17,36.665, 9.20, 511,,,147.96526500155835,2.8648469765828866,
KUG0937+480,145.0817,47.7772, 7.88, 546,,,2.611850206338482,2.035298166015932,
LVJ1342+4840,205.5838,48.6825, 7.44, 438,,,13.961931691998364,2.9317305549200756,
UGC06757,176.7463,61.335, 2.73,  82,,,6.908495858706323,5.165800918644533,
UGCA086,59.9562,67.1253, 2.96,  72,,,788.1417207441029,4.979123080978939,
UGC11411,287.1762,70.2839, 4.73,  69,,,8.577603571301541,2.7638702040564853,
DDO082,157.6458,70.6194, 4.00,  56, 18.70,,5.4040934027685905,2.1428220468147914,
SexA,152.7533,-4.6928, 1.32, 324, 11.88, 46,319.0933631758082,2.275612041489269,Close to edge of FOV,
IC1613,16.1992,2.1333, 0.73,-232, 10.71, 27,875.3648735004697,2.7179578289619246,,
Orion,86.2583,5.0683, 6.46, 368, 12.54,118,126.21299942841148,1.8451663586844282,,
SexB,150.0004,5.3322, 1.36, 300, 12.33, 38,164.89973316625597,2.543650421102023,On overlap of tiles,
A0554+07,89.4029,7.4919, 5.50, 428, 16.28, 50,4.119877824419568,1.2706802106156332,very faint galaxy,
UGC07636,187.5042,7.9294, 5.20, 469, 18.98, 25,24.695228215620286,2.294355739946221,Off center and odd shape,
HIPASSJ0630+08,97.5375,8.3769, 3.55, 367, 15.68, 33,6.9809803602430565,1.4867270533769188,Very faint,
UGC07596,187.1413,8.6397, 4.60, 565, 18.49, 27,16.145672578822047,2.179268815256291,faint and off center,
UGC03755,108.4658,10.5219, 7.41, 311, 14.56, 34,17.317949766809516,1.441046774468687,,
UGC04115,119.2575,14.3908, 7.73, 343, 14.43, 78,40.560340133593954,2.106936608264301,,
LVJ1952+1428,298.0492,14.4733, 7.13, 279, 17.47, 28,5.387810104546145,1.5972308110013929,extremely faint,
KK65,115.63,16.5611, 8.02, 281, 16.09, 33,116.26999340920781,1.680722273837727,,
DDO047,115.4792,16.8006, 8.05, 270, 13.33, 55,126.38807854795212,2.354208225944483,Overlap with kk65, need individual spectral analysis,
UGC02684,50.0988,17.295, 6.49, 350, 15.10, 79,31.684781135928592,1.6312485989244165,Two objects close together. Only did central one,
KDG056,142.5538,19.9917, 8.90, 561, 17.64, 25,53.7017708258407,4.1012236604627414,Odd noise pattern. object off center,
IC3840,192.9421,21.7353, 5.50, 557, 16.51, 33,7.488454024492147,0.6865313078954282,Two objects close together, only did central one,
LGS3,15.9792,21.885, 0.65,-286, 17.35, 18,5.059079044444967,0.9579678469812919,very faint,
UGC08638,204.8308,24.7758, 4.27, 276, 16.29, 31,5.192188495253852,1.1651588032161637,very faint,
LVJ0300+2546,45.1638,25.7822, 7.80, 308, 19.80, 19,23.99812905305351,0.9199008108927147,off center,
KK13,25.57,26.3678, 7.20, 357, 17.12, 31,220.70466478171957,2.2027036997812224,Off center,
KK15,26.6733,26.8014, 7.20, 366, 17.50, 22,184.81175027991645,2.311634953334828,Same galaxy as KK13, also off center. unsure of which is right,
AGC749236,186.4267,26.81,19.5, 273, 16.53, 53,15.600892701278886,1.8520727495427536,faint,
KK14,26.1779,27.2878, 7.20, 420, 16.22, 28,142.27241920405982,1.4792355334661857,off center, possibly different object,
IC1727,26.8754,27.3311, 7.20, 336, 12.94,129,366.6776415232863,4.599853482268909,Weird noise pattern around object,
AGC122226,41.6621,27.7264, 8.56, 472, 16.62, 29,5.440199671814083,0.7118341941487006,very faint,
IC3341,186.5975,27.7456,14, 372, 16.75, 65,23.902753601669097,1.3575306822823339,off center. Hole present,
KK16,28.8358,27.9542, 5.47, 207, 17.42, 24,83.41671945382882,1.4230429257431934,Off center. might be different body,
KK144,186.3663,28.4825, 6.15, 480, 15.12, 38,17.421455368428663,0.8011080843821201,possible companion. Only did main object. Hole present,
DDO068,149.1904,28.825, 9.80, 503, 13.97, 74,54.18251775521039,1.6097292802614145,,
UGC05427,151.1708,29.3664, 7.11, 498, 16.42, 71,0.5354092341397035,1.2841051569147572,extremely faint,
UGC12713,354.5604,30.7092,12.2, 295, 15.21, 95,19.48050944010417,2.4333979947685833,very faint,
UGC07131,182.2992,30.9067,16.8, 253, 15.47,117,33.80627802086886,2.047258654152828,very faint,
KK78,147.5817,31.4567, 7.10, 539, 16.70, 20,16.24182040449502,0.7894967709424819,,
DDO133,188.2208,31.5392, 4.85, 330, 13.77, 45,68.05630112978744,1.5194500310808166,faint,
UGCA292,189.6667,32.7667, 3.61, 308, 15.03, 27,28.34072978844803,1.2725525945754166,very faint,
UGC05186,145.7492,33.2644, 8.30, 546, 16.97, 34,4.78531216023078,0.8307293013615052,extremely faint,
UGC03476,97.6217,33.3019, 7.01, 469, 14.68, 83,13.635567066582778,1.3825619477360462,,
d0226+3325,36.72,33.4269, 9.30, 520, 15.67, 40,249.5189029395335,2.8635146699234473,,
KKH18,45.7746,33.6944, 4.43, 216, 16.39, 34,7.2266212745949066,1.4951521432146464,very faint,
KK69,133.2113,33.7978, 7.70, 462, 16.50, 13,30.97000771046035,1.190218787042987,,
UGC08833,208.7029,35.8375, 3.08, 221, 15.77, 28,10.16856066184069,1.0643047954251565,,
NGC4214,183.9121,36.3275, 2.94, 291, 11.98, 61,501.7166749107267,2.4653070372744774,Two object overlapping. Did both together. Also other object nearby,
DDO147,191.7492,36.4764, 5.40, 331, 14.55, 30,29.544218928496267,1.25804980042946,,
NGC4190,183.4358,36.6333, 2.82, 235, 14.42, 49,317.4611315132259,2.3175675813824363,Three objects close together. Did all three,
DDO126,186.7713,37.1425, 4.88, 217, 14.23, 50,35.55295813225831,1.3551443771436609,,
IC4182,196.4554,37.6058, 4.70, 321, 13.30, 35,107.55036990446486,1.8239120590910403,,
BTS146,190.0087,38.0006, 8.50, 446, 18.05, 27,3.40788582081572,0.8497149534006943,very faint,
IC3687,190.5629,38.5019, 4.57, 350, 14.38, 36,40.605537129847995,1.6276199625399608,,
UGC03600,103.9167,39.095, 7.24, 398, 15.69, 82,13.51268333500267,1.004104099320273,Faint and near tile border,
UGC12894,0.0938,39.4956, 8.47, 335, 15.66, 34,17.29765581321357,1.2797115325284778,Near tile border,
DDO046,115.3575,40.1125, 6.85, 364, 14.46, 74,48.441788284866895,1.90510770864678,Near tile border,
AndIV,10.6254,40.5758, 6.31, 237, 14.02, 90,46.465528918850794,1.9767796510780242,,
DDO181,204.9742,40.7392, 3.01, 214, 14.90, 39,30.40141791746816,1.1645632882660277,,
UGC12588,351.1767,41.3481, 7.90, 425, 14.91, 90,18.794482421875,1.321885142056656,Few objects close together. only did central object,
NGC0205,10.0938,41.6864, 0.82,-221, 16.41, 42,-0.09042245370370369,0.9396977037591564,Larger structure, need further analysis,
MAPS1231+42,187.7875,42.0942, 5.80, 563, 19.10, 16,232.6643962410564,1.714867218883287,Many close objects. Only analysed the brightes one ,
KK149,187.2179,42.1778, 8.90, 407, 16.15, 54,55.84152078907391,3.089928891671352,Two faint objects beside each other. analysed both. unsure if they are different,
UGC00288,7.2667,43.4317, 6.73, 187, 15.78, 36,21.107061198889813,1.9651157807630537,,
DDO125,186.9242,43.4939, 2.74, 206, 14.31, 27,29.65758640695862,1.3027666319456506,Only did central smaller object,
KK160,190.9892,43.6614, 4.31, 293, 17.52, 22,5.121407269307661,1.287333073179633,very faint. Hard to decide where is edge of object,
NGC5023,198.0496,44.0386, 6.61, 407, 13.30,178,88.47539080736462,1.9517214516425268,,
UGC03698,107.3283,44.38, 7.24, 421, 15.47, 38,60.11522425562194,1.1838914075622124,slightly off center,
DDO190,216.1813,44.5258, 2.74, 150, 14.28, 45,54.81360415321298,2.2634634375191887,,
NGC4460,187.1908,44.8644, 9.59, 499, 15.54, 90,14.35479696435866,1.4994062304231286,extremely faint,
UGC03817,110.6854,45.1083, 8.55, 437, 15.06, 35,15.223725532573434,1.7524507478002114,,
DDO120,185.3125,45.8114, 7.06, 463, 15.05, 37,13.003698613254455,1.062210952663108,Very faint central object. Other objects nearby. Weird noise at top,
NGC2537,123.3113,45.9906,12.2, 449, 14.42,100,77.95185402199074,1.7498959822993114,Two objects very close together. analysed both together,
DDO167,198.345,46.3197, 4.19, 150, 15.96, 19,0.5507337705488851,0.9784985847277882,Weird noise making negative values. two objects close together. Only did smallest object,
NGC4248,184.4579,47.4092, 7.40, 484, 15.70, 66,-0.09042245370370369,0.9396977037591564,not sure which is object. very strange noise characteristic around bright object,
DDO169,198.8779,47.4964, 4.41, 262, 14.68, 48,34.43394273629218,1.6773355383432917,,
KKH38,101.9788,47.5139,19.3, 451, 15.41, 58,6.115888495707115,1.4498648925222433,very faint,
UGC07639,187.4708,47.53, 7.14, 385, 16.05, 39,3.3976899577786,1.0437371702527518,very faint,
DDO169NW,198.8338,47.5436, 4.20, 242, 16.52, 30,28.90151909722222,1.4983976313025678,,
NGC5229,203.5121,47.9153, 8.00, 359, 14.16,126,39.25822101728842,1.5720903761666203,beside larger galaxy,
NGC0185,9.7417,48.3361, 0.61,-203, 17.23, 36,23.76571678218984,2.198104716592383,off center. Unsure if it's the right object,
UGCA281,186.5667,48.4919, 5.68, 279, 15.19, 47,19.61346800153543,1.0215049965669196,very faint,
UGC06541,173.3713,49.2381, 3.89, 249, 16.35, 26,6.648937488384757,1.1985964741852753,very faint,
UGC03501,99.66,49.2583,15.5, 451, 16.00, 60,9.317906677645016,1.2602433124275552,very faint,
NGC4707,192.0954,51.1647, 5.80, 468, 14.77, 67,38.49906164714386,2.5546858978854776,Two objects close together. Analysed together,
UGC07267,183.8483,51.35,12.9, 473, 14.93,117,8.384142735478717,2.2423649633097527,,
UGC07950,191.735,51.6131, 8.90, 508, 15.46, 57,33.933658246015646,2.8339612212155054,two objects close together. measured together,
NGC5238,203.6779,51.6139, 4.51, 229, 15.54, 40,16.565857727845035,1.1434229920635213,,
NGC4068,181.01,52.5886, 4.31, 210, 13.85, 54,51.24069305218639,1.3987448809814809,,
NGC5474,211.2587,53.6631, 7.20, 288, 12.52, 39,196.1439537974246,2.4524766039136856,close to other object. Only measured smaller one,
KDG192,190.9375,53.9589, 7.45, 443, 15.48, 69,11.666914112388248,1.5479221701022365,,
MESSIER101,210.8033,54.3506, 7.38, 240, 10.39,147,3022.5855361855693,5.376950828510069,funny shape. Nearby object. Might be worth making m0 map from scratch.,
NGC5477,211.3879,54.4608, 7.70, 312, 13.48, 53,1738.7111194442687,4.190021876560241,,
NGC3738,173.9525,54.5228, 4.90, 225, 14.29, 78,39.651793872702584,1.5209815138095788,,
KKH11,36.1458,56.0117, 3.00, 296, 14.06, 84,-12.712937708409815,1.733663786460928,Galxy is negative. Like hole in map,
NGC5585,214.9512,56.7303, 5.70, 303, 12.56,145,398.79715881823824,5.244290957698712,very extended faint outer part,
KKH87,213.7892,57.0875, 7.20, 320, 15.64, 38,307.1250610050154,3.2814417494838093,beside larger galaxy. analysed both. NGC5585,
NGC5204,202.4017,58.4178, 4.66, 201, 12.66,115,229.08676335841045,2.7192293888275465,,
IC0010,5.1021,59.2917, 0.66,-346,  9.94, 62,1131.0575745702395,4.628096214762365,Very large. worth double checking that mom0 map was made big enough,
MB1,38.8983,59.3797, 3.00, 190, 15.05, 50,22.045624930316638,1.8946087962444276,,
KK251,307.6333,60.3536, 5.89, 130, 14.56, 52,48.84955030625975,1.3614115230213713,Looks like dwarf companion,
KK252,307.8858,60.8133, 5.89, 138, 17.07, 28,-0.09042245370370369,0.9396977037591564,Not sure. close to KK251. not sure which is which,
DDO087,162.4021,65.5306, 7.45, 340, 14.60, 66,36.615505603217194,2.466618763722814,,
KDG235,255.1054,70.29,10.6, 443, 16.28, 29,1.7804857706971682,1.23903090871278,extremely faint. not sure if its actually there,
HolmII,124.7667,70.7142, 3.39, 157, 11.95, 64,509.8655557224893,3.642587843524976,,
KDG052,125.9833,71.0294, 3.55, 116, 15.94, 21,9.237304687499998,0.722761677339792,small dwarf companion. only analysed smaller\,
HolmI,145.1346,71.1864, 3.84, 139, 13.72, 29,71.47485751906189,1.5622974804736476,,
LeoI,152.1121,12.3081, 0.25, 283, 19.87,,122.0372745656414,8.338454050647323,Very large structure. hole in middle?,
UGC05086,143.2038,21.465, 8.90, 491,,,251.20312883247487,8.709292306150981,weird noise ring around galaxy,
LVJ1213+2957,183.4517,29.9589, 2.68, 225,,,50.3893659929189,2.9244718831886924,off center. unsure if right object,
NGC4150,182.64,30.4017,13.74, 226,,,44.1245766312929,2.7088314282253387,this was object measured as LVJ1213+2957,
NGC4627,190.4988,32.5736, 7.30, 542,,,504.96692743620133,10.840954735640196,weird noise pattern around galaxy,
HS1053+3624,164.1683,36.1411, 9.20, 572,,,148.87179102379218,2.645649667284393,off cemter. might be different object,
KUG1013+414,154.065,41.1664,11.12, 518,,,99.51461414255901,5.086741610262729,slightly off center,
KKH82,198.2446,41.7867, 8.06, 529,,,503.1648155683349,8.299226848635517,off center. weird ring noise pattern,
LVJ1218+4655,184.5462,46.9169, 6.54, 420,,,625.7242537133487,5.455245812864826,off center. weird noise pattern. avoided high noise area above,
KDG101,184.7879,47.0897, 7.24, 132,,,604.4779911747685,8.693900895982196,weird noise pattern. previously measured as LVJ1218+4655,
CGCG262-028,116.8838,51.1914, 7.10, 454,,,8.634404314580097,1.3488309457349648,faint,
UGC08882,209.3108,54.1008, 8.32, 348,,,79.01730595830203,1.1113021822255709,small dwarf slightly off center,
Maffei1,39.1479,59.655, 3.01,  66,,,18.30676452618037,1.467237191689091,dwarf companion possible,
DDO078,156.6163,67.6567, 3.72,  55,,,624.3586743718263,5.511060817867658,very large and extended. not sure if right object. might need to use wider fov,
KDG061,149.2612,68.5917, 3.60, 221,,,3021.519101069987,7.828675590771434,very large. not sure if right object. slightly off center,
